Database Fundamentals,Computer Architecture,Distributed Computing Systems,Cyber Security,Networking,Software Development,Programming Skills,Project Management,Computer Forensics Fundamentals,Technical Communication,AI ML,Software Engineering,Business Analysis,Communication skills,Data Science,Troubleshooting skills,Graphics Designing,Role
7,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,3,Database Administrator
7,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,Database Administrator
7,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,Database Administrator
7,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,Database Administrator
7,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,6,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,3,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,6,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,3,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,4,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,6,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,3,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,4,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,4,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,2,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,1,6,6,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,6,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,1,3,3,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,1,4,4,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,6,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,5,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,6,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,6,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,4,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,5,Database Administrator
7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,1,1,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,6,6,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,Database Administrator
7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,6,6,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,2,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,Database Administrator
7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,6,6,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,5,Database Administrator
7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,3,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Database Administrator
7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,6,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,Database Administrator
7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Database Administrator
6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,1,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
3,7,6,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
4,7,6,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,5,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
2,7,6,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,5,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
5,7,6,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,2,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
1,7,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,4,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,2,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,5,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,1,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
3,7,3,6,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,1,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
4,7,4,6,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,3,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,1,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
2,7,2,6,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,4,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
5,7,5,6,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,3,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,2,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
1,7,1,6,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,4,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,2,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,5,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,1,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
3,7,3,3,6,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,1,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
4,7,4,4,6,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,1,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
2,7,2,2,6,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,4,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
2,7,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
5,7,5,5,6,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,3,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,2,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
5,7,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,Hardware Engineer
1,7,1,1,6,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
1,7,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,Hardware Engineer
6,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,6,4,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,6,2,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,6,5,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
6,7,6,6,6,1,6,6,6,6,6,6,6,6,6,6,6,Hardware Engineer
3,7,3,3,3,6,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
3,7,3,3,3,1,3,3,3,3,3,3,3,3,3,3,3,Hardware Engineer
4,7,4,4,4,6,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
4,7,4,4,4,1,4,4,4,4,4,4,4,4,4,4,4,Hardware Engineer
2,7,2,2,2,6,2,2,2,2,2,2,2,2,2,2,2,Hardware Engineer
